scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Balaenoptera physalus,57.626292,-143.615242,2013-06-30T08:06:44,2013,6,30,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,3777,7.95,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.4267,-153.8391,2007-02-10T14:34,2007,2,10,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,-25,6.82,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.872,-152.3984,2009-08-19T11:13,2009,8,19,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,108,6.51,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.872111,-153.522506,2015-06-24T12:47:43,2015,6,24,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,217,6.93,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.956179,-152.631789,2021-08-19T12:59:54,2021,8,19,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,135,6.63,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,58.98474,-149.960018,2013-07-15T07:00:27,2013,7,15,8,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,215,7.73,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,58.668308,-145.840715,2013-07-02T14:50:01,2013,7,2,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,4438,8.08,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.751804,-153.35519,2018-09-13T11:17:28,2018,9,13,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,-9,6.9,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,56.9333,-156.4567,2003-06-28T18:48:54,2003,6,28,3,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003,Fin whale,82,6.51,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,58.233125,-144.615033,2013-07-01T08:40:17,2013,7,1,8,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,3804,7.98,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.955275,-152.62754,2021-08-19T13:04:25,2021,8,19,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,135,6.63,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.0487,-165.1625,2008-06-09T19:24:27,2008,6,9,2,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey,Fin whale,54,3.42,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,56.4153,-155.8977,2003-06-27T09:19:11,2003,6,27,11,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003,Fin whale,118,6.63,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,53.5,-144.5,2006-11-08T00:00:00,2006,11,8,1,HumanObservation,TOPP Summary of SSM-derived Telemetry,Fin whale,3525,7.69,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.9539,-152.5823,2011-09-27T13:15,2011,9,27,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,141,6.6,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,56.77026,-136.866943,2013-06-23T18:03:10,2013,6,23,2,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,2166,9.07,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,59.4845,-149.3465,2015-08-22T14:40:51,2015,8,22,2,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Fin whale,157,7.82,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,55.541167,-155.288333,2015-08-12T10:25:08,2015,8,12,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Fin whale,896,6.91,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.991931,-152.575374,2014-09-20T14:10,2014,9,20,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,135,6.6,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.951731,-152.68331,2020-08-08T11:32:53,2020,8,8,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,103,6.68,Fin Whale,Balaenoptera physalus
