scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,country,bathymetry,sst,species_common,species_scientific
Physeter macrocephalus,33.546525,-120.805167,2006-02-14T15:00,2006,2,14,2,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - off effort,Sperm whale,,2538,14.76,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.718,-127.630667,2008-10-21T10:34:09,2008,10,21,4,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2008, Cruise 1635",Sperm whale,,4445,14.33,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,42.854,-127.03,2014-09-13T10:46:54,2014,9,13,2,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,2614,13.01,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,32.876594,-122.081935,2004-07-22T12:58,2004,7,22,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,4091,15.46,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,37.516628,-123.499073,2001-05-15T17:48:30,2001,5,15,21,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,2562,12.83,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.541541,-120.834523,2005-07-11T15:14:48,2005,7,11,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,3451,14.74,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,34.536277,-125.171146,2003-02-16T17:12:18,2003,2,16,7,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,4539,15.39,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.634938,-122.173782,2005-07-13T14:18,2005,7,13,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,3982,15.03,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.623371,-118.311527,2021-11-11,2021,11,11,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,422,17.13,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.543813,-118.245055,2016-12-05T17:15,2016,12,5,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,494,17.23,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,42.854,-127.03,2014-11-08T15:13:14,2014,11,8,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,2614,13.01,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.5899,-122.0189,2016-10-11T12:13,2016,10,11,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,437,12.84,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,39.881833,-124.965833,2018-08-08T11:52:26,2018,8,8,2,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Sperm whale,,1778,12.56,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.825602,-124.478699,2004-05-17T20:40:18,2004,5,17,18,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,3490,12.62,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.457833,-127.727667,2008-10-21T08:05:02,2008,10,21,3,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2008, Cruise 1635",Sperm whale,,4627,14.43,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,30.54349,-123.763068,2006-02-07T12:09,2006,2,7,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,4091,17.22,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,40.125667,-125.237667,2018-08-08T09:47:34,2018,8,8,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,1636,12.61,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,35.326897,-121.886394,2004-04-15T21:59:48,2004,4,15,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,1862,14.01,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,48.033,-125.8065,2005-06-11T16:24:34,2005,6,11,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Sperm whale,,942,11.4,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,44.973167,-128.237333,2004-10-21T19:08:12,2004,10,21,1,HumanObservation,Lamont-Doherty/LGL/NSF cruises,Sperm whale,,2844,12.7,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,49.9678,-129.717,2014-07-06,2014,7,6,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Sperm Whale,,2330,10.79,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.632371,-122.033244,2024-07-14T12:21:55,2024,7,14,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,358,12.84,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,31.883729,-122.215635,2004-07-22T10:24,2004,7,22,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,3834,16.09,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.0,-119.0,2005-07-10T19:04:59,2005,7,10,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,1758,16.52,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,37.334,-123.0672,2014-11-13T12:39:06,2014,11,13,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,1153,12.85,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,43.7365,-125.529333,2005-08-22T13:30:06,2005,8,22,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,3097,12.69,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.776424,-122.004436,2024-07-31T11:28:47,2024,7,31,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,954,12.78,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.590403,-118.334427,2023-06-09T13:15:26,2023,6,9,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,700,17.1,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,34.232833,-123.502,2005-08-03T15:53:02,2005,8,3,11,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,4406,15.04,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,39.219833,-129.940167,2005-09-19T09:05:09,2005,9,19,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,4613,14.91,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.151667,-117.648333,2023-06-04T14:02:33,2023,6,4,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,817,17.71,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.109209,-120.162168,2006-10-28T13:57,2006,10,28,4,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,983,15.04,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.762853,-122.01511,2022-11-30T16:04:30,2022,11,30,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,711,12.78,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.223523,-117.95005,2022-11-21T15:52:52,2022,11,21,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,845,17.57,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.118,-122.959,2007-05-28/29,2007,5,28,,PreservedSpecimen,,,USA,8,11.66,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.357462,-122.189232,2005-04-10T14:26:12,2005,4,10,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,841,13.07,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,35.7635,-126.9735,2008-11-07T16:55:14,2008,11,7,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2008, Cruise 1635",Sperm whale,,4818,15.45,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,41.8385,-128.226833,2001-10-24T08:54:01,2001,10,24,12,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1617",Sperm whale,,3160,13.5,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,34.637167,-121.687333,2008-10-04T12:25:36,2008,10,4,2,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2008, Cruise 1635",Sperm whale,,2460,14.41,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.771,-121.982,2021-12-28T18:17:50,2021,12,28,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,701,12.78,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.504719,-121.030437,2007-04-11T15:11,2007,4,11,4,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - off effort,Sperm whale,,3350,14.79,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,31.818002,-119.627624,2007-01-14T11:14,2007,1,14,2,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,3274,16.16,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.789,-129.188167,2008-09-24T09:40:07,2008,9,24,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2008, Cruise 1635",Sperm whale,,4490,14.81,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,32.681667,-119.621167,2009-12-03T11:08:55,2009,12,3,109,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640",Sperm whale,,451,15.58,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,44.0193,-128.2363,2014-09-14T08:06:36,2014,9,14,3,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,2853,12.95,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,40.144833,-125.1975,2018-08-08T08:59:02,2018,8,8,8,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Sperm whale,,1520,12.61,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,32.876061,-122.202681,2004-07-22T11:22:54,2004,7,22,2,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,4256,15.52,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,37.6568,-123.8773,2014-11-12T14:07:07,2014,11,12,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,3422,13.08,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,30.200717,-123.865919,2007-11-06T08:43,2007,11,6,2,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,4435,17.44,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,30.540562,-123.758301,2006-02-07T12:05:54,2006,2,7,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,4119,17.22,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.662333,-126.511333,2001-09-27T18:22:51,2001,9,27,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1617",Sperm whale,,4321,13.99,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,40.065333,-125.184167,2018-08-08T10:17:59,2018,8,8,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Sperm whale,,1640,12.63,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.515,-118.214167,2016-12-05T16:09:26,2016,12,5,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,612,17.23,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.6065,-129.820667,2005-09-19T14:07:46,2005,9,19,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,4406,15.09,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,31.897733,-122.195587,2004-07-22T10:28,2004,7,22,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,3690,16.09,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.0965,-127.2827,2014-11-08T15:03:31,2014,11,8,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,4710,14.4,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,31.104953,-121.135943,2006-07-10T13:46,2006,7,10,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,3905,16.46,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.3653,-128.5322,2014-09-28T16:55:19,2014,9,28,6,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,4740,14.73,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,44.420833,-125.654167,2001-09-22T17:11:19,2001,9,22,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1617",Sperm whale,,2921,12.68,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.737362,-118.420043,2022-08-18T01:04:15,2022,8,18,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,58,17.04,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.774127,-122.080078,2024-07-31T14:52:31,2024,7,31,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,868,12.78,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,32.410456,-118.394396,2005-04-16T08:12,2005,4,16,5,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,1121,17.03,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,34.066071,-121.367813,2005-07-13T07:22,2005,7,13,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,3029,14.59,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,39.944333,-125.031,2018-08-08T11:25:44,2018,8,8,6,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Sperm whale,,1626,12.59,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,31.891,-122.12562,2004-07-22T12:42,2004,7,22,2,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - off effort,Sperm whale,,3878,16.05,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.84,-123.63,2013-02-20/21,2013,2,20,,PreservedSpecimen,,,USA,-38,11.41,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,31.499453,-121.887466,2006-07-12T18:00,2006,7,12,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - off effort,Sperm whale,,4153,16.33,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,40.094833,-125.218,2018-08-08T10:04:48,2018,8,8,5,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Sperm whale,,1663,12.61,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.956122,-119.449972,2018-07-09T14:17:22,2018,7,9,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,425,16.04,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.3205,-128.600167,2005-08-07T10:00:03,2005,8,7,2,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,4686,14.85,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.5475,-124.215,2014-11-21T11:55:33,2014,11,21,8,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,3980,13.93,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.0855,-125.4338,2014-11-04T11:42:53,2014,11,4,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,3983,13.53,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,41.8,-128.24,2001-10-24,2001,10,24,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,3100,13.5,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,34.003106,-118.818083,2022-09-05,2022,9,5,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,18,16.59,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.493333,-117.958333,2023-06-08T13:25:24,2023,6,8,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,468,17.46,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,32.543667,-125.5025,2005-11-28T13:10:21,2005,11,28,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,4458,16.79,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.29,-118.0,2024-07-30T09:45:37,2024,7,30,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,802,17.54,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.680833,-124.469833,2001-10-11T14:41:32,2001,10,11,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1617",Sperm whale,,4719,15.73,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,37.6211,-122.497,2015-04-14,2015,4,14,,PreservedSpecimen,,,USA,-12,,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.654699,-123.835655,2006-07-22T09:44,2006,7,22,2,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,4220,15.52,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.359,-126.1147,2014-10-08T16:08:11,2014,10,8,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,4581,14.82,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.548765,-118.250328,2016-12-05T17:11,2016,12,5,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,639,17.18,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.6435,-127.664,2014-10-07T08:45:12,2014,10,7,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,4803,15.2,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.04702,-122.98975,2009-11-23,2009,11,23,,PreservedSpecimen,,,USA,-16,11.73,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,35.738333,-126.8145,2008-11-07T16:02:45,2008,11,7,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2008, Cruise 1635",Sperm whale,,4762,15.46,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,39.9237,-129.6893,2014-10-04T11:48:04,2014,10,4,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,4586,14.55,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.053163,-120.235435,2006-10-28T14:22:00,2006,10,28,2,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Sperm whale,,539,15.08,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,42.186667,-129.133833,2001-10-21T16:19:17,2001,10,21,3,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1617",Sperm whale,,3306,13.59,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.409833,-122.932833,2001-11-25T13:41:42,2001,11,25,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1619",Sperm whale,,3118,13.82,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,43.8837,-128.2907,2014-09-14T09:11:08,2014,9,14,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,2715,13.0,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,35.4975,-122.2395,2014-10-10T16:52:44,2014,10,10,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,3564,14.03,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.627667,-128.460667,2018-10-20T11:50:47,2018,10,20,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,4702,15.49,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,38.948,-124.512667,2005-07-10T16:57:15,2005,7,10,23,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Sperm whale,,3442,12.71,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.627667,-128.460667,2018-10-20T09:50:00,2018,10,20,14,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Sperm whale,,4702,15.49,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.073479,-123.400505,2005-11-18T06:51,2005,11,18,3,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Sperm whale,,4301,15.66,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,42.854,-127.03,2014-09-13T11:59:39,2014,9,13,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,2614,13.01,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.220492,-117.944338,2022-11-21T15:57:28,2022,11,21,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,844,17.57,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,30.178,-126.0735,2017-08-19T16:49:22,2017,8,19,2,HumanObservation,"PIFSC & SWFSC, Cetacean Survey, HICEAS 2017, Cruise 1705/1706, NOAA Pacific Islands Fisheries Science Center",Sperm whale,,4356,17.87,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.8,-120.0,2010-09-01T12:05:46,2010,9,1,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,125,15.27,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,36.6968,-124.0907,2014-11-21T10:48:20,2014,11,21,8,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Sperm whale,,3962,13.84,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,41.0985,-127.675167,2005-09-14T14:23:56,2005,9,14,15,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,2448,13.53,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,33.44,-117.793333,2023-06-03T18:32:29,2023,6,3,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,,643,17.53,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,40.050667,-127.994167,2005-08-08T19:33:01,2005,8,8,11,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,4476,13.93,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,40.993667,-127.128667,2005-09-14T07:26:56,2005,9,14,24,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Sperm whale,,2406,13.31,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,40.126167,-125.2365,2018-08-08T09:35:07,2018,8,8,2,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Sperm whale,,1636,12.61,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,39.752,-124.832667,2018-08-08T12:47:44,2018,8,8,8,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Sperm whale,,1578,12.41,Sperm Whale,Physeter macrocephalus
