scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,country,bathymetry,sst,species_common,species_scientific
Balaenoptera acutorostrata,32.817213,-117.417155,2013-03-28T15:26:56,2013,3,28,4,HumanObservation,SOCAL FZN4 Marine Mammal Aerial Monitoring 2013,Common minke whale,,559,17.7,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.837833,-121.746,2004-11-02T18:05:19,2004,11,2,2,HumanObservation,Lamont-Doherty/LGL/NSF cruises,Common minke whale,,1340,14.3,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.466667,-117.950617,2016-10-09T15:44,2016,10,9,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,509,17.46,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.0215,-118.9137,2022-11-24T14:26,2022,11,24,1,HumanObservation,Cuvier's Beaked Whale and Fin Whale Surveys at the Southern California Offshore Anti-submarine Warfare Range (SOAR),Common minke whale,,1719,16.69,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.326205,-123.049611,2023-08-01T11:54,2023,8,1,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,71,9.43,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.95,-118.56,2018-07-03T11:41,2018,7,3,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,87,16.81,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.288333,-121.202833,2018-09-10T12:08:39,2018,9,10,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,2710,14.35,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.581376,-117.960205,2024-08-01T17:58:29,2024,8,1,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,57,17.39,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.7795,-117.5705,2011-03-31T00:00:00,2011,3,31,1,HumanObservation,"SOCAL KB04, FZN1, FZN2 Marine Mammal Aerial Monitoring 2011-2012",Common minke whale,,968,17.72,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.451664,-119.679666,2001-10-29T06:30:30,2001,10,29,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,1424,15.69,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.420287,-123.0019,2022-08-05T17:00,2022,8,5,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,119,9.63,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.944,-121.993,2024-07-15T11:15:11,2024,7,15,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,14,12.71,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,41.419667,-124.3,2018-08-04T15:02:26,2018,8,4,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,80,11.34,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.305253,-119.631114,2020-09-12T10:56:51,2020,9,12,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,86,15.51,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,42.9355,-126.148,2001-09-23T15:38:11,2001,9,23,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1617",Common minke whale,,2862,12.84,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.80271,-121.911573,2024-07-23T12:19:38,2024,7,23,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,129,12.78,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.719137,-123.120849,2001-05-23T00:39:00,2001,5,23,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,91,12.29,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,31.5205,-122.535,2014-12-07T08:48:42,2014,12,7,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Common minke whale,,3625,16.39,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.661643,-118.307732,2018-07-28T17:44:48,2018,7,28,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,280,17.13,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.362167,-122.462,2005-07-22T11:38:19,2005,7,22,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Common minke whale,,24,12.64,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,35.118138,-120.771513,2006-05-11T12:06:12,2006,5,11,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,48,13.46,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,41.42,-124.239,2018-08-04T15:19:43,2018,8,4,2,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,69,11.33,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.678947,-123.162339,2015-09-22T15:11,2015,9,22,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,42,10.14,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.90631,-119.072855,2013-03-30T11:27:34,2013,3,30,1,HumanObservation,SOCAL FZN4 Marine Mammal Aerial Monitoring 2013,Common minke whale,,1602,16.38,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.81969,-119.14043,2009-07-25T15:47:58,2009,7,25,1,HumanObservation,SOCAL Marine Mammal Aerial Monitoring 2008-2009,Common minke whale,,1035,16.26,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.671167,-123.9785,2001-11-27T16:08:34,2001,11,27,2,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1619",Common minke whale,,3901,13.77,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.82,-121.977,2022-07-26T11:46:31,2022,7,26,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,359,12.78,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.713668,-122.535667,2018-10-04T09:17:53,2018,10,4,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,14,12.48,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.169025,-119.199585,2005-05-05T09:05:36,2005,5,5,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,1518,16.14,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.322775,-122.962597,2023-06-11T11:38,2023,6,11,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,124,9.45,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,39.6087,-123.7841,2019-07-04/05,2019,7,4,,PreservedSpecimen,,,USA,2,11.47,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.904694,-118.806778,2013-03-30T12:56:00,2013,3,30,1,HumanObservation,SOCAL FZN4 Marine Mammal Aerial Monitoring 2013,Common minke whale,,1386,16.72,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,44.256,-124.897,2018-07-27T12:48:12,2018,7,27,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,149,12.07,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.164018,-118.439195,2006-04-07T14:09,2006,4,7,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Common minke whale,,1211,17.18,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.518728,-122.650021,2023-10-10T10:06:27,2023,10,10,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,15,9.84,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.799333,-121.715333,2004-11-02T18:20:06,2004,11,2,2,HumanObservation,Lamont-Doherty/LGL/NSF cruises,Common minke whale,,1073,14.32,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.142863,-122.909883,2024-09-21T10:50,2024,9,21,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,33,9.47,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.813067,-122.011771,2020-03-09T04:59,2020,3,9,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,248,12.78,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.490898,-119.719642,2007-11-18T14:34,2007,11,18,2,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Common minke whale,,117,15.46,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.896012,-121.980265,2023-08-19T09:28:27,2023,8,19,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,33,12.75,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.974167,-122.904167,2018-08-19T12:57:39,2018,8,19,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,45,12.05,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,45.232,-126.935833,2001-10-25T17:35:31,2001,10,25,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1617",Common minke whale,,2875,12.71,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,46.7777,-127.2007,2014-08-15T14:21:29,2014,8,15,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Common minke whale,,2699,12.12,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.2415,-117.901833,2018-09-19T10:42:57,2018,9,19,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,819,17.6,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.917267,-121.078787,2006-04-16T17:02,2006,4,16,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Common minke whale,,438,13.74,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.297667,-122.180667,2005-07-20T18:31:30,2005,7,20,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Common minke whale,,806,13.11,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.349333,-118.323717,2015-09-07T12:24,2015,9,7,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,-7,17.32,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.267152,-118.200743,2006-07-14T11:00,2006,7,14,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Common minke whale,,297,17.4,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.731992,-118.506775,2017-07-10T17:18:54,2017,7,10,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,728,16.99,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.082528,-122.194502,2002-07-10T15:44:00,2002,7,10,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,4046,15.96,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.317833,-117.943833,2009-09-30T09:44:04,2009,9,30,1,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640",Common minke whale,,687,17.54,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.200167,-119.4835,2018-09-12T13:27:06,2018,9,12,2,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,88,15.74,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.123167,-120.422167,2018-09-11T10:38:59,2018,9,11,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,53,14.18,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,41.389667,-125.929667,2005-07-09T12:03:29,2005,7,9,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Common minke whale,,3080,12.69,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.964333,-117.659333,2018-09-20T17:37:29,2018,9,20,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,933,17.73,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.497923,-117.772751,2007-11-09T08:23,2007,11,9,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Common minke whale,,58,17.53,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.392333,-121.9485,2005-07-20T16:56:30,2005,7,20,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Common minke whale,,87,12.9,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.219,-119.636667,2009-09-20T11:11:25,2009,9,20,1,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640",Common minke whale,,323,15.4,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.3465,-122.5005,2005-07-22T11:09:31,2005,7,22,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Common minke whale,,48,12.64,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.350167,-125.391,2008-09-13T14:44:13,2008,9,13,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2008, Cruise 1635",Common minke whale,,4300,13.85,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.858369,-117.69919,2012-03-15T10:35:00,2012,3,15,1,HumanObservation,"SOCAL KB04, FZN1, FZN2 Marine Mammal Aerial Monitoring 2011-2012",Common minke whale,,1050,17.7,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.31342,-122.897176,2023-07-18T12:31,2023,7,18,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,40,9.54,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.588235,-118.34661,2023-06-30T13:56:38,2023,6,30,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,732,17.1,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.649107,-121.928095,2022-07-13T11:44:04,2022,7,13,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,40,12.85,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.144663,-119.010598,2002-11-11T16:10:00,2002,11,11,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,1584,16.36,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.938306,-118.742877,2013-03-30T13:01:24,2013,3,30,1,HumanObservation,SOCAL FZN4 Marine Mammal Aerial Monitoring 2013,Common minke whale,,1233,16.85,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.831483,-122.603833,2023-07-29T09:38:28,2023,7,29,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,15,12.44,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.233824,-118.078476,2013-03-26T13:30:45,2013,3,26,4,HumanObservation,SOCAL FZN4 Marine Mammal Aerial Monitoring 2013,Common minke whale,,835,17.51,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.4625,-119.554167,2009-12-05T09:51:22,2009,12,5,1,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640",Common minke whale,,812,15.65,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.17559,-123.3681,2020-08-07T02:41:20,2020,8,7,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,100,9.33,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.036,-118.223833,2005-09-30T10:25:55,2005,9,30,3,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Common minke whale,,1099,17.41,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,35.118758,-120.744509,2006-05-11T12:16:06,2006,5,11,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,54,13.43,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.340854,-122.850973,2021-05-29T18:47,2021,5,29,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,56,9.47,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.4,-123.0,2023-07-18T18:31:35,2023,7,18,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,147,9.51,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.8375,-117.310667,2009-10-01T08:15:41,2009,10,1,1,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640",Common minke whale,,38,17.7,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,49.01815,-123.581967,2004-04-09,2004,4,9,1,HumanObservation,British Columbia Cetacean Sightings Network Observations,,Canada,20,11.3,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.237261,-118.277294,2006-04-07T17:23:18,2006,4,7,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,1090,17.34,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.497014,-122.774105,2022-07-25T11:38:43,2022,7,25,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,55,9.7,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.479219,-118.035736,2022-03-12T12:58:25,2022,3,12,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,494,17.39,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.177667,-119.060833,2005-09-29T17:22:38,2005,9,29,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Common minke whale,,1393,16.3,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.538213,-118.18754,2017-09-02T14:20:13,2017,9,2,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,281,17.23,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.267198,-119.869372,2021-08-15T11:23:28,2021,8,15,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,442,15.17,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.568495,-118.212891,2017-08-24T17:08:36,2017,8,24,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,129,17.23,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.500687,-117.905178,2023-08-06T10:53:30,2023,8,6,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,518,17.41,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.831637,-117.815441,2013-03-28T13:02:04,2013,3,28,1,HumanObservation,SOCAL FZN4 Marine Mammal Aerial Monitoring 2013,Common minke whale,,847,17.63,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.347667,-117.902167,2011-02-17T14:23:02,2011,2,17,1,HumanObservation,"SOCAL KB04, FZN1, FZN2 Marine Mammal Aerial Monitoring 2011-2012",Common minke whale,,573,17.49,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.332123,-119.516695,2024-03-26T13:47:39,2024,3,26,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,47,15.61,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.9359,-118.8727,2019-10-12T15:22,2019,10,12,1,HumanObservation,Cuvier's Beaked Whale and Fin Whale Surveys at the Southern California Offshore Anti-submarine Warfare Range (SOAR),Common minke whale,,1626,16.59,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.573887,-119.294377,2004-05-06T00:50:24,2004,5,6,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,950,16.21,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.35805,-119.719958,2021-08-14T08:41:23,2021,8,14,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,63,15.4,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,42.279167,-126.111,2005-10-20T15:35:05,2005,10,20,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Common minke whale,,2686,12.84,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.873794,-117.346092,2024-12-28T10:24:18,2024,12,28,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,221,17.81,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,38.1302,-122.955143,2014-03-30,2014,3,30,,PreservedSpecimen,,,USA,-12,11.66,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,39.975833,-125.166667,2018-08-14T10:49:48,2018,8,14,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,1858,12.74,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.570828,-117.962952,2024-08-08T15:08:24,2024,8,8,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,100,17.39,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.27287,-122.99062,2020-07-19T06:48:57,2020,7,19,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,34,9.45,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.12108,-117.63501,2009-11-21T14:10:48,2009,11,21,1,HumanObservation,SOCAL Marine Mammal Aerial Monitoring 2008-2009,Common minke whale,,781,17.71,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.587968,-118.234863,2017-08-09T13:58:28,2017,8,9,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,81,17.19,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.626545,-121.910758,2021-04-23T19:01:27,2021,4,23,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,17,12.9,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.517972,-117.808886,2024-12-03T15:17:48,2024,12,3,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,192,17.49,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,43.150333,-124.548667,2015-10-29T09:35:17,2015,10,29,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Common minke whale,,79,11.38,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.251,-119.653,2024-12-14T13:35:03,2024,12,14,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,160,15.51,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.623723,-119.555331,2001-10-29T07:20:06,2001,10,29,1,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006",Common minke whale,,495,15.71,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.6869,-118.4174,2016-07-05T14:17,2016,7,5,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,814,17.04,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.357593,-119.721838,2021-08-14T08:40:22,2021,8,14,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,63,15.4,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,41.415667,-124.159333,2015-10-30T17:27:36,2015,10,30,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Common minke whale,,50,11.33,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.173609,-122.844012,2014-09-20T13:39:18,2014,9,20,1,HumanObservation,NWTRC JP04 Aerial Surveys 2014-2015,Common minke whale,,95,9.52,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.328894,-123.067678,2022-06-30T11:43:39,2022,6,30,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,26,9.43,Minke Whale,Balaenoptera acutorostrata
