scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Balaenoptera acutorostrata,56.712,-160.3712,2000-06-12T15:26:25,2000,6,12,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,62,4.63,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,53.3178,-145.7698,2011-07-10,2011,7,10,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Minke Whale,4072,7.44,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,57.1063,-168.9478,2000-06-26T16:02:33,2000,6,26,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,78,3.74,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,56.3157,-166.4207,2002-06-18T21:03:09,2002,6,18,1,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey,Common minke whale,103,4.93,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,54.1042,-161.687,2014-07-10,2014,7,10,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Minke Whale,145,6.49,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,55.8898,-166.3376,2011-07-13,2011,7,13,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Minke Whale,124,5.3,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,57.037002,-135.361891,2018-07-19T12:53,2018,7,19,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,64,8.48,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,56.1207,-161.385,2000-06-12T09:12:16,2000,6,12,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,39,4.84,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,55.6843,-166.3832,2004-06-17T12:41:05,2004,6,17,1,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey,Common minke whale,139,5.35,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,56.564268,-143.471653,2013-06-29T07:19:34,2013,6,29,2,HumanObservation,GOALS Vessel Surveys June - July 2013,Common minke whale,3807,7.78,Minke Whale,Balaenoptera acutorostrata
