scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Eubalaena glacialis,30.03179,-81.3159,2019-01-18T15:16:06,2019,1,18,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,North Atlantic right whale,13,23.27,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,29.435651,-81.085693,2023-01-09T12:42:14,2023,1,9,1,HumanObservation,Happywhale - North Atlantic right whale in North Atlantic Ocean,North Atlantic right whale,15,23.84,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,30.15075,-81.08383,2011-02-14T11:07:56,2011,2,14,6,HumanObservation,AMAPPS Southeast Aerial Cruise Winter 2011,North Atlantic right whale,20,23.3,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,30.480453,-81.192906,2010-01-28T14:49,2010,1,28,1,HumanObservation,USWTR JAX Aerial Survey -Left side- 2009-2010,North Atlantic right whale,15,22.91,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,29.50446,-81.1349,2019-03-02T09:50:56,2019,3,2,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,North Atlantic right whale,-2,23.71,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,30.92189,-81.23035,2017-01-12T13:06:42,2017,1,12,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2016-17,North Atlantic right whale,13,22.45,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,29.59563,-81.17474,2019-03-21T13:12:08,2019,3,21,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,North Atlantic right whale,11,23.63,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,30.55429,-81.38307,2019-01-17T14:32:17,2019,1,17,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,North Atlantic right whale,13,22.43,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,30.55263,-81.2199,2017-01-19T15:31:29,2017,1,19,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2016-17,North Atlantic right whale,17,22.71,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,30.59329,-81.34074,2019-01-07T11:31:05,2019,1,7,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,North Atlantic right whale,12,22.22,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,29.00763,-80.87207,2019-02-28T13:26:37,2019,2,28,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,North Atlantic right whale,2,24.16,North Atlantic Right Whale,Eubalaena glacialis
Eubalaena glacialis,29.73813,-80.89307,2018-12-29T14:34:02,2018,12,29,4,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,North Atlantic right whale,24,23.99,North Atlantic Right Whale,Eubalaena glacialis
