scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Physeter macrocephalus,58.69006,-148.33066,2006-08-14T11:24:39,2006,8,14,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,263,8.07,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,51.98,-131.15,2009-06-22T11:42:49,2009,6,22,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,173,9.91,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.194,-135.090667,2004-07-11T17:45:26,2004,7,11,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,162,8.63,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.789498,-137.466708,2010-08-15T08:35:16,2010,8,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,1535,8.98,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.601662,-136.671207,2012-04-23T17:56:49,2012,4,23,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,634,8.9,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.64358,-149.91251,2006-08-18T15:47:28,2006,8,18,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,348,7.6,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.889667,-152.607167,2015-08-13T12:39:02,2015,8,13,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,4481,6.85,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.079533,-135.490133,2014-06-24T12:44:01,2014,6,24,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,434,9.02,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,55.182167,-153.577167,2015-08-14T10:54:46,2015,8,14,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,5415,7.06,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,58.69006,-148.33066,2006-08-14T11:24:39,2006,8,14,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,263,8.07,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.870333,-152.559667,2015-08-13T12:51:04,2015,8,13,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,4375,6.85,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.852222,-163.400278,2012-06-21T15:50:15,2012,6,21,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,860,6.37,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.213217,-136.331267,2005-05-15T17:56:28,2005,5,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,731,8.88,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.1693,-147.3863,2003-07-12T10:27:36,2003,7,12,1,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003,Sperm whale,719,8.23,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.032167,-136.168833,2007-07-08T12:12:50,2007,7,8,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,809,8.94,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.0825,-149.019,2015-08-20T07:20:25,2015,8,20,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,4511,7.51,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.589333,-136.0635,2006-05-26T08:30:55,2006,5,26,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,1239,9.05,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.5291,-136.5639,2010-05-04T13:30:03,2010,5,4,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,421,8.87,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.196667,-136.309167,2007-07-20T15:28:23,2007,7,20,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,697,8.88,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.727963,-148.027912,2013-07-10T14:10:53,2013,7,10,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Sperm whale,3426,7.7,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.1128,-147.3338,2003-07-12T09:16:28,2003,7,12,1,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003,Sperm whale,1230,8.23,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.098833,-150.71,2015-08-19T13:44:02,2015,8,19,2,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,1336,7.48,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,58.69006,-148.33066,2006-08-14T10:59:12,2006,8,14,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,263,8.07,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.2,-136.316667,2003-08-21T11:46:17,2003,8,21,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,738,8.88,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.898198,-147.384273,2013-07-11T08:11:15,2013,7,11,2,HumanObservation,GOALS Vessel Surveys June - July 2013,Sperm whale,4444,7.71,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.048833,-141.081,2004-06-20T20:09:30,2004,6,20,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,195,8.81,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.660233,-135.926583,2009-07-02T13:24:53,2009,7,2,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,347,9.02,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.221833,-136.339,2006-05-23T13:04:09,2006,5,23,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,758,8.93,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.591667,-143.949667,2008-08-03T15:02:57,2008,8,3,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,415,8.49,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.18,-141.666333,2003-07-06,2003,7,6,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,227,8.75,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.086667,-135.6315,2008-07-15T16:58:56,2008,7,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,917,9.07,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,54.49523,-134.01937,2006-07-15T14:43:54,2006,7,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,772,9.46,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,54.096667,-161.75,2011-06-22T14:23:31,2011,6,22,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,286,6.49,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,55.405167,-154.595333,2015-08-12T07:45:41,2015,8,12,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,1493,7.13,Sperm Whale,Physeter macrocephalus
